Season,Team,Name,Games_Played,Games_Started,Minutes_Played,Goals,Assists,Shots_On_Goal,Shots,Yellow_Cards,Red_Cards,League
2017/2018,MANCHESTER CITY,"Touré, Yaya",10,1,228,0,2,1,5,1,0,English Premier League
2017/2018,MANCHESTER CITY,"Walker, Kyle",32,32,2787,0,6,1,13,2,1,English Premier League
2017/2018,MANCHESTER CITY,"Zinchenko, Oleksandr",8,6,533,0,0,2,5,1,0,English Premier League
2013/2014,LIVERPOOL,"Suárez, Luis",33,33,2964,31,12,82,183,6,0,English Premier League
2013/2014,LIVERPOOL,"Sturridge, Daniel",29,26,2275,22,7,44,97,2,0,English Premier League
2013/2014,LIVERPOOL,"Gerrard, Steven",34,33,2900,13,14,31,59,7,0,English Premier League
2013/2014,LIVERPOOL,"Sterling, Raheem",33,24,2218,9,5,21,44,3,0,English Premier League
2013/2014,LIVERPOOL,"Skrtel, Martin",36,36,3222,7,1,8,15,6,0,English Premier League
2013/2014,LIVERPOOL,"Coutinho, Philippe",33,28,2334,5,7,29,92,1,0,English Premier League
2013/2014,LIVERPOOL,"Henderson, Jordan",35,35,3128,4,7,15,49,4,1,English Premier League
2013/2014,LIVERPOOL,"Agger, Daniel",20,16,1420,2,1,4,6,0,0,English Premier League
2013/2014,LIVERPOOL,"Allen, Joe",24,15,1438,1,0,8,19,4,0,English Premier League
2013/2014,LIVERPOOL,"Flanagan, Jon",23,23,1898,1,1,3,7,3,0,English Premier League
2013/2014,LIVERPOOL,"Moses, Victor",19,6,644,1,0,3,11,1,0,English Premier League
2013/2014,LIVERPOOL,"Sakho, Mamadou",18,17,1480,1,0,1,10,0,0,English Premier League
2013/2014,LIVERPOOL,"Aspas, Iago",14,5,380,0,1,1,2,3,0,English Premier League
2013/2014,LIVERPOOL,"Cissokho, Aly",15,12,1089,0,1,0,5,2,0,English Premier League
2013/2014,LIVERPOOL,"Enrique, José",8,6,602,0,2,1,4,0,0,English Premier League
2013/2014,LIVERPOOL,"Ibe, Jordan",1,0,14,0,0,0,1,0,0,English Premier League
2013/2014,LIVERPOOL,Joao Teixeira,1,0,8,0,0,0,2,0,0,English Premier League
2013/2014,LIVERPOOL,"Johnson, Glen",29,29,2522,0,2,4,20,3,0,English Premier League
2013/2014,LIVERPOOL,"Kelly, Martin",5,0,107,0,0,0,0,0,0,English Premier League
2013/2014,LIVERPOOL,Lucas Leiva,27,20,1872,0,0,2,9,6,0,English Premier League
2013/2014,LIVERPOOL,Luis Alberto,9,0,135,0,1,2,3,0,0,English Premier League
2013/2014,LIVERPOOL,"Mignolet, Simon",38,38,3420,0,0,0,0,0,0,English Premier League
2013/2014,LIVERPOOL,"Smith, Brad",1,0,30,0,0,0,0,0,0,English Premier League
2013/2014,LIVERPOOL,"Touré, Kolo",20,15,1439,0,2,0,8,2,0,English Premier League
2013/2014,LIVERPOOL,"Wisdom, Andre",2,1,80,0,0,1,2,1,0,English Premier League
2014/2015,LIVERPOOL,"Gerrard, Steven",29,25,2236,9,1,21,54,7,1,English Premier League
2014/2015,LIVERPOOL,"Sterling, Raheem",35,34,3050,7,7,34,84,5,0,English Premier League
2014/2015,LIVERPOOL,"Henderson, Jordan",37,36,3255,6,9,15,50,6,0,English Premier League
2014/2015,LIVERPOOL,"Coutinho, Philippe",35,32,2799,5,5,33,102,3,0,English Premier League
2014/2015,LIVERPOOL,"Lallana, Adam",27,23,1789,5,3,13,38,4,0,English Premier League
2014/2015,LIVERPOOL,"Sturridge, Daniel",12,7,751,4,1,14,39,0,0,English Premier League
2014/2015,LIVERPOOL,"Lambert, Rickie",25,7,824,2,2,8,19,2,0,English Premier League
2014/2015,LIVERPOOL,"Markovic, Lazar",19,11,932,2,1,3,16,0,0,English Premier League
2014/2015,LIVERPOOL,"Moreno, Alberto",28,26,2262,2,0,6,20,6,0,English Premier League
2014/2015,LIVERPOOL,"Allen, Joe",21,16,1471,1,0,2,12,3,0,English Premier League
2014/2015,LIVERPOOL,"Balotelli, Mario",16,10,940,1,0,19,56,5,0,English Premier League
2014/2015,LIVERPOOL,"Borini, Fabio",12,3,392,1,1,5,14,1,1,English Premier League
2014/2015,LIVERPOOL,"Can, Emre",27,23,2065,1,0,4,15,2,1,English Premier League
2014/2015,LIVERPOOL,"Johnson, Glen",19,15,1329,1,0,2,8,2,0,English Premier League
2014/2015,LIVERPOOL,"Skrtel, Martin",33,33,2970,1,0,2,19,8,0,English Premier League
2014/2015,LIVERPOOL,"Enrique, José",4,2,203,0,0,0,1,0,0,English Premier League
2014/2015,LIVERPOOL,"Ibe, Jordan",12,7,618,0,0,4,10,0,0,English Premier League
2014/2015,LIVERPOOL,"Jones, Brad",3,3,196,0,0,0,0,0,0,English Premier League
2014/2015,LIVERPOOL,"Lovren, Dejan",26,22,2036,0,0,1,18,4,0,English Premier League
2014/2015,LIVERPOOL,Lucas Leiva,20,16,1313,0,0,6,11,4,0,English Premier League
2014/2015,LIVERPOOL,"Manquillo, Javi",10,10,761,0,0,0,2,3,0,English Premier League
2014/2015,LIVERPOOL,"Mignolet, Simon",36,35,3224,0,0,0,0,0,0,English Premier League
2014/2015,LIVERPOOL,"Sakho, Mamadou",16,15,1418,0,0,1,2,1,0,English Premier League
2014/2015,LIVERPOOL,"Sinclair, Jerome",2,0,25,0,0,0,0,0,0,English Premier League
2014/2015,LIVERPOOL,"Touré, Kolo",12,7,710,0,0,0,1,0,0,English Premier League
2015/2016,LIVERPOOL,"Firmino, Roberto",31,24,1981,10,7,25,62,1,0,English Premier League
2015/2016,LIVERPOOL,"Benteke, Christian",29,14,1518,9,3,19,61,2,0,English Premier League
2015/2016,LIVERPOOL,"Coutinho, Philippe",26,24,2003,8,5,30,111,2,1,English Premier League
2015/2016,LIVERPOOL,"Sturridge, Daniel",14,11,979,8,1,23,48,0,0,English Premier League
2015/2016,LIVERPOOL,"Milner, James",28,28,2414,5,11,11,39,9,1,English Premier League
2015/2016,LIVERPOOL,"Origi, Divock",16,7,666,5,1,12,24,0,0,English Premier League
2015/2016,LIVERPOOL,"Lallana, Adam",30,23,2110,4,6,15,43,2,0,English Premier League
2015/2016,LIVERPOOL,"Allen, Joe",19,8,731,2,1,4,12,0,0,English Premier League
2015/2016,LIVERPOOL,"Henderson, Jordan",17,15,1293,2,3,6,26,1,0,English Premier League
2015/2016,LIVERPOOL,"Ings, Danny",6,3,340,2,0,5,10,1,0,English Premier League
2015/2016,LIVERPOOL,"Can, Emre",30,28,2492,1,0,13,31,9,0,English Premier League
2015/2016,LIVERPOOL,"Clyne, Nathaniel",33,33,2970,1,0,6,29,6,0,English Premier League
2015/2016,LIVERPOOL,"Ibe, Jordon",27,12,1172,1,2,6,29,0,0,English Premier League
2015/2016,LIVERPOOL,"Moreno, Alberto",32,28,2546,1,4,8,36,3,0,English Premier League
2015/2016,LIVERPOOL,"Sakho, Mamadou",22,21,1855,1,0,1,6,1,0,English Premier League
2015/2016,LIVERPOOL,"Skrtel, Martin",22,21,1886,1,0,3,10,5,0,English Premier League
2015/2016,LIVERPOOL,"Touré, Kolo",14,9,859,1,0,2,4,1,0,English Premier League
2015/2016,LIVERPOOL,"Bogdan, Adam",2,2,180,0,0,0,0,0,0,English Premier League
2015/2016,LIVERPOOL,"Brannagan, Cameron",3,1,112,0,0,1,1,0,0,English Premier League
2015/2016,LIVERPOOL,"Canós, Sergi",1,0,9,0,0,0,0,0,0,English Premier League
2015/2016,LIVERPOOL,"Caulker, Steven",6,1,149,0,0,2,3,0,0,English Premier League
2015/2016,LIVERPOOL,"Chirivella, Pedro",1,1,45,0,0,0,0,0,0,English Premier League
2015/2016,LIVERPOOL,"Flanagan, Jon",5,5,421,0,1,0,0,1,0,English Premier League
2015/2016,LIVERPOOL,"Gomez, Joe",5,5,438,0,1,0,1,3,0,English Premier League
2015/2016,LIVERPOOL,"Lovren, Dejan",24,22,1897,0,0,7,22,2,0,English Premier League
2015/2016,LIVERPOOL,Lucas Leiva,27,21,1954,0,1,2,9,8,0,English Premier League
2015/2016,LIVERPOOL,"Mignolet, Simon",34,34,3060,0,0,0,0,2,0,English Premier League
2015/2016,LIVERPOOL,"Ojo, Sheyi",8,5,396,0,3,1,5,0,0,English Premier League
2015/2016,LIVERPOOL,"Randall, Connor",3,2,163,0,0,1,2,0,0,English Premier League
2015/2016,LIVERPOOL,"Rossiter, Jordan",1,0,14,0,0,0,0,0,0,English Premier League
2015/2016,LIVERPOOL,"Smith, Brad",4,3,285,0,0,0,1,1,1,English Premier League
2015/2016,LIVERPOOL,"Stewart, Kevin",7,6,564,0,0,0,5,1,0,English Premier League
2015/2016,LIVERPOOL,"Teixeira, Joao",1,0,3,0,0,0,0,0,0,English Premier League
2015/2016,LIVERPOOL,"Ward, Danny",2,2,180,0,0,0,0,0,0,English Premier League
2016/2017,LIVERPOOL,"Coutinho, Philippe",31,28,2244,13,7,39,106,2,0,English Premier League
2016/2017,LIVERPOOL,"Mané, Sadio",27,26,2240,13,5,25,57,4,0,English Premier League
2016/2017,LIVERPOOL,"Firmino, Roberto",35,34,3068,11,7,45,101,5,0,English Premier League
2016/2017,LIVERPOOL,"Lallana, Adam",31,27,2346,8,7,19,50,3,0,English Premier League
2016/2017,LIVERPOOL,"Milner, James",36,36,3159,7,3,17,35,5,0,English Premier League
2016/2017,LIVERPOOL,"Origi, Divock",34,14,1460,7,4,15,37,0,0,English Premier League
2016/2017,LIVERPOOL,"Wijnaldum, Georginio",36,33,2975,6,9,21,60,2,0,English Premier League
2016/2017,LIVERPOOL,"Can, Emre",32,26,2368,5,2,11,45,6,0,English Premier League
2016/2017,LIVERPOOL,"Sturridge, Daniel",20,7,768,3,1,20,40,1,0,English Premier League
2016/2017,LIVERPOOL,"Lovren, Dejan",29,29,2554,2,1,5,16,6,0,English Premier League
2016/2017,LIVERPOOL,"Henderson, Jordan",24,24,2118,1,4,4,17,8,0,English Premier League
2016/2017,LIVERPOOL,"Matip, Joel",29,27,2456,1,0,4,25,3,0,English Premier League
2016/2017,LIVERPOOL,"Alexander-Arnold, Trent",7,2,165,0,0,2,3,0,0,English Premier League
2016/2017,LIVERPOOL,"Clyne, Nathaniel",37,37,3324,0,2,4,26,0,0,English Premier League
2016/2017,LIVERPOOL,"Ejaria, Ovie",2,0,6,0,0,0,0,0,0,English Premier League
2016/2017,LIVERPOOL,"Grujic, Marko",5,0,38,0,0,2,4,1,0,English Premier League
2016/2017,LIVERPOOL,"Karius, Loris",10,10,900,0,0,0,0,0,0,English Premier League
2016/2017,LIVERPOOL,"Klavan, Ragnar",20,15,1408,0,0,2,4,3,0,English Premier League
2016/2017,LIVERPOOL,Lucas Leiva,24,12,1105,0,3,1,8,4,0,English Premier League
2016/2017,LIVERPOOL,"Mignolet, Simon",28,28,2520,0,0,0,0,0,0,English Premier League
2016/2017,LIVERPOOL,"Moreno, Alberto",12,2,298,0,1,0,3,1,0,English Premier League
2016/2017,LIVERPOOL,"Stewart, Kevin",4,0,18,0,0,0,0,0,0,English Premier League
2016/2017,LIVERPOOL,"Woodburn, Ben",5,1,82,0,0,0,2,0,0,English Premier League
2017/2018,LIVERPOOL,"Salah, Mohamed",36,34,2921,32,10,67,143,1,0,English Premier League
2017/2018,LIVERPOOL,"Firmino, Roberto",37,32,2777,15,7,38,84,1,0,English Premier League
2017/2018,LIVERPOOL,"Mané, Sadio",29,28,2206,10,7,26,70,3,1,English Premier League
2017/2018,LIVERPOOL,"Coutinho, Philippe",14,13,1117,7,6,17,54,0,0,English Premier League
2017/2018,LIVERPOOL,"Can, Emre",26,24,2094,3,4,8,27,8,0,English Premier League
2017/2018,LIVERPOOL,"Oxlade-Chamberlain, Alex",35,17,1726,3,7,17,47,3,0,English Premier League
2017/2018,LIVERPOOL,"Lovren, Dejan",29,24,2125,2,1,4,13,4,0,English Premier League
2017/2018,LIVERPOOL,"Sturridge, Daniel",15,7,547,2,1,8,24,0,0,English Premier League
2017/2018,LIVERPOOL,"Alexander-Arnold, Trent",19,18,1575,1,1,5,12,3,0,English Premier League
2017/2018,LIVERPOOL,"Henderson, Jordan",27,25,2172,1,1,3,15,1,0,English Premier League
2017/2018,LIVERPOOL,"Ings, Danny",8,3,265,1,0,5,8,0,0,English Premier League
2017/2018,LIVERPOOL,"Klavan, Ragnar",19,16,1449,1,0,1,1,0,0,English Premier League
2017/2018,LIVERPOOL,"Matip, Joel",25,22,1995,1,0,2,11,3,0,English Premier League
2017/2018,LIVERPOOL,"Robertson, Andy",22,22,1943,1,5,2,12,2,0,English Premier League
2017/2018,LIVERPOOL,"Solanke, Dominic",21,5,581,1,1,8,22,1,0,English Premier League
2017/2018,LIVERPOOL,"Wijnaldum, Georginio",33,27,2387,1,2,9,37,1,0,English Premier League
2017/2018,LIVERPOOL,"Clyne, Nathaniel",3,2,174,0,0,1,2,1,0,English Premier League
2017/2018,LIVERPOOL,"Gomez, Joe",23,21,1901,0,2,0,5,3,0,English Premier League
2017/2018,LIVERPOOL,"Grujic, Marko",3,0,14,0,0,0,0,0,0,English Premier League
2017/2018,LIVERPOOL,"Karius, Loris",19,19,1710,0,0,0,0,1,0,English Premier League
2017/2018,LIVERPOOL,"Lallana, Adam",11,1,215,0,0,0,11,1,0,English Premier League
2017/2018,LIVERPOOL,"Mignolet, Simon",19,19,1710,0,0,0,0,3,0,English Premier League
2017/2018,LIVERPOOL,"Milner, James",32,16,1762,0,3,5,21,3,0,English Premier League
2017/2018,LIVERPOOL,"Moreno, Alberto",16,14,1264,0,0,2,12,1,0,English Premier League
2017/2018,LIVERPOOL,"Origi, Divock",1,0,9,0,0,0,0,0,0,English Premier League
2017/2018,LIVERPOOL,"Van Dijk, Virgil",26,25,2253,0,0,6,27,1,0,English Premier League
2017/2018,LIVERPOOL,"Woodburn, Ben",1,0,6,0,0,0,0,0,0,English Premier League
2014/2015,LEICESTER CITY,"Ulloa, Leonardo",37,29,2407,11,3,18,50,3,0,English Premier League
2014/2015,LEICESTER CITY,"Cambiasso, Esteban",31,27,2423,5,1,7,30,1,0,English Premier League
2014/2015,LEICESTER CITY,"Nugent, David",29,16,1704,5,2,11,39,3,0,English Premier League
2014/2015,LEICESTER CITY,"Vardy, Jamie",34,26,2245,5,8,24,49,5,0,English Premier League
2014/2015,LEICESTER CITY,"Mahrez, Riyad",30,25,2082,4,3,24,63,0,0,English Premier League
2014/2015,LEICESTER CITY,"Schlupp, Jeff",32,30,2539,3,2,8,40,4,0,English Premier League
2014/2015,LEICESTER CITY,"Albrighton, Marc",18,10,1027,2,3,4,13,3,0,English Premier League
2014/2015,LEICESTER CITY,"King, Andy",24,16,1370,2,0,5,14,1,0,English Premier League
2014/2015,LEICESTER CITY,"Kramaric, Andrej",13,6,574,2,0,7,22,0,0,English Premier League
2014/2015,LEICESTER CITY,"Morgan, Wes",37,37,3288,2,2,8,25,1,1,English Premier League
2014/2015,LEICESTER CITY,"Huth, Robert",15,14,1183,1,0,1,15,2,0,English Premier League
2014/2015,LEICESTER CITY,"Konchesky, Paul",26,26,2250,1,1,3,7,3,2,English Premier League
2014/2015,LEICESTER CITY,"Wasilewski, Marcin",25,22,1989,1,1,1,12,6,0,English Premier League
2014/2015,LEICESTER CITY,"Wood, Chris",7,0,107,1,0,1,5,0,0,English Premier League
2014/2015,LEICESTER CITY,"De Laet, Ritchie",26,20,1883,0,1,0,4,3,0,English Premier League
2014/2015,LEICESTER CITY,"Drinkwater, Daniel",23,16,1488,0,0,3,16,1,0,English Premier League
2014/2015,LEICESTER CITY,"Hamer, Ben",8,8,720,0,0,0,0,1,0,English Premier League
2014/2015,LEICESTER CITY,"Hammond, Dean",12,9,781,0,0,0,6,3,0,English Premier League
2014/2015,LEICESTER CITY,"James, Matty",27,20,1890,0,1,6,26,2,1,English Premier League
2014/2015,LEICESTER CITY,"Knockaert, Anthony",9,3,330,0,0,1,8,0,0,English Premier League
2014/2015,LEICESTER CITY,"Lawrence, Tom",3,0,51,0,0,0,3,0,0,English Premier League
2014/2015,LEICESTER CITY,"Moore, Liam",11,10,936,0,0,2,4,4,0,English Premier League
2014/2015,LEICESTER CITY,"Powell, Nick",3,0,40,0,0,0,2,0,0,English Premier League
2014/2015,LEICESTER CITY,"Schmeichel, Kasper",24,24,2160,0,0,0,0,0,0,English Premier League
2014/2015,LEICESTER CITY,"Schwarzer, Mark",6,6,540,0,0,0,0,0,0,English Premier League
2014/2015,LEICESTER CITY,"Simpson, Danny",15,14,1253,0,0,0,2,4,0,English Premier League
2014/2015,LEICESTER CITY,"Taylor-Fletcher, Gary",1,0,17,0,0,0,0,0,0,English Premier League
2014/2015,LEICESTER CITY,"Upson, Matthew",5,5,374,0,0,2,2,0,0,English Premier League
2015/2016,LEICESTER CITY,"Vardy, Jamie",36,36,3139,24,6,52,114,5,1,English Premier League
2015/2016,LEICESTER CITY,"Mahrez, Riyad",37,36,3052,17,11,40,87,1,0,English Premier League
2015/2016,LEICESTER CITY,"Ulloa, Leonardo",29,7,968,6,2,10,34,0,0,English Premier League
2015/2016,LEICESTER CITY,"Okazaki, Shinji",36,28,2070,5,0,12,47,1,0,English Premier League
2015/2016,LEICESTER CITY,"Huth, Robert",35,35,3150,3,0,6,29,8,0,English Premier League
2015/2016,LEICESTER CITY,"Albrighton, Marc",38,34,2765,2,6,11,41,4,0,English Premier League
2015/2016,LEICESTER CITY,"Drinkwater, Daniel",35,35,3038,2,7,9,42,3,1,English Premier League
2015/2016,LEICESTER CITY,"King, Andy",25,9,1050,2,1,4,19,2,0,English Premier League
2015/2016,LEICESTER CITY,"Morgan, Wes",38,38,3420,2,0,6,21,3,0,English Premier League
2015/2016,LEICESTER CITY,"De Laet, Ritchie",12,7,655,1,0,1,2,1,0,English Premier League
2015/2016,LEICESTER CITY,"Dyer, Nathan",13,0,231,1,1,2,5,1,0,English Premier League
2015/2016,LEICESTER CITY,"Kanté, N'Golo",37,33,3019,1,4,5,21,3,0,English Premier League
2015/2016,LEICESTER CITY,"Schlupp, Jeff",24,14,1383,1,2,6,26,4,0,English Premier League
2015/2016,LEICESTER CITY,"Amartey, Daniel",5,1,102,0,0,1,1,0,0,English Premier League
2015/2016,LEICESTER CITY,"Benalouane, Yohan",4,0,65,0,0,0,0,1,0,English Premier League
2015/2016,LEICESTER CITY,"Dodoo, Joe",1,0,19,0,0,0,0,0,0,English Premier League
2015/2016,LEICESTER CITY,"Fuchs, Christian",32,30,2710,0,4,8,19,4,0,English Premier League
2015/2016,LEICESTER CITY,"Gray, Demarai",12,1,177,0,1,3,5,0,0,English Premier League
2015/2016,LEICESTER CITY,"Inler, Gokhan",5,3,194,0,0,0,2,0,0,English Premier League
2015/2016,LEICESTER CITY,"Kramaric, Andrej",2,0,22,0,0,1,1,0,0,English Premier League
2015/2016,LEICESTER CITY,"Schmeichel, Kasper",38,38,3420,0,0,0,0,2,0,English Premier League
2015/2016,LEICESTER CITY,"Simpson, Danny",30,30,2613,0,0,2,7,3,1,English Premier League
2015/2016,LEICESTER CITY,"Wasilewski, Marcin",4,3,302,0,0,0,1,2,0,English Premier League
2016/2017,LEICESTER CITY,"Vardy, Jamie",35,33,2808,13,5,26,54,2,1,English Premier League
2016/2017,LEICESTER CITY,"Slimani, Islam",23,13,1279,7,4,13,35,1,0,English Premier League
2016/2017,LEICESTER CITY,"Mahrez, Riyad",36,33,2835,6,3,29,75,4,0,English Premier League
2016/2017,LEICESTER CITY,"Okazaki, Shinji",30,21,1572,3,1,9,29,1,0,English Premier League
2016/2017,LEICESTER CITY,"Albrighton, Marc",33,29,2423,2,6,7,21,5,0,English Premier League
2016/2017,LEICESTER CITY,"Fuchs, Christian",36,35,3103,2,4,6,21,10,0,English Premier League
2016/2017,LEICESTER CITY,"Huth, Robert",33,33,2929,2,2,8,25,9,0,English Premier League
2016/2017,LEICESTER CITY,"Musa, Ahmed",21,7,753,2,0,6,17,1,0,English Premier League
2016/2017,LEICESTER CITY,"Ndidi, Onyinye",17,17,1522,2,1,7,32,0,0,English Premier League
2016/2017,LEICESTER CITY,"Amartey, Daniel",24,17,1666,1,1,5,14,3,0,English Premier League
2016/2017,LEICESTER CITY,"Chilwell, Ben",12,7,696,1,0,2,7,2,0,English Premier League
2016/2017,LEICESTER CITY,"Drinkwater, Daniel",29,27,2467,1,1,3,31,6,0,English Premier League
2016/2017,LEICESTER CITY,"Gray, Demarai",30,9,1038,1,3,8,27,2,0,English Premier League
2016/2017,LEICESTER CITY,"King, Andy",23,15,1445,1,0,7,14,4,0,English Premier League
2016/2017,LEICESTER CITY,"Morgan, Wes",27,27,2430,1,0,3,14,3,0,English Premier League
2016/2017,LEICESTER CITY,"Ulloa, Leonardo",16,3,435,1,0,5,11,0,0,English Premier League
2016/2017,LEICESTER CITY,"Benalouane, Yohan",11,11,920,0,0,1,5,4,0,English Premier League
2016/2017,LEICESTER CITY,"Hernández, Luis",4,3,326,0,0,0,0,1,0,English Premier League
2016/2017,LEICESTER CITY,"James, Matty",1,0,1,0,0,0,0,0,0,English Premier League
2016/2017,LEICESTER CITY,"Mendy, Nampalys",4,4,271,0,0,0,0,1,0,English Premier League
2016/2017,LEICESTER CITY,"Schlupp, Jeff",19,12,1136,0,0,0,3,0,0,English Premier League
2016/2017,LEICESTER CITY,"Schmeichel, Kasper",30,30,2667,0,0,0,0,1,0,English Premier League
2016/2017,LEICESTER CITY,"Simpson, Danny",35,34,2990,0,2,0,2,12,0,English Premier League
2016/2017,LEICESTER CITY,"Wasilewski, Marcin",1,1,90,0,0,0,0,0,0,English Premier League
2016/2017,LEICESTER CITY,"Zieler, Ron-Robert",9,8,753,0,0,0,0,0,0,English Premier League
2017/2018,LEICESTER CITY,"Vardy, Jamie",37,37,3255,20,1,35,69,3,0,English Premier League
2017/2018,LEICESTER CITY,"Mahrez, Riyad",36,34,2960,12,10,36,73,2,0,English Premier League
2017/2018,LEICESTER CITY,"Okazaki, Shinji",27,17,1328,6,2,14,28,2,0,English Premier League
2017/2018,LEICESTER CITY,"Gray, Demarai",35,17,1690,3,1,9,36,2,0,English Premier League
2017/2018,LEICESTER CITY,"Iborra, Vicente",19,17,1415,3,0,4,14,0,0,English Premier League
2017/2018,LEICESTER CITY,"Iheanacho, Kelechi",21,7,824,3,3,11,29,2,0,English Premier League
2017/2018,LEICESTER CITY,"King, Andy",22,14,1253,3,0,6,14,2,0,English Premier League
2017/2018,LEICESTER CITY,"Albrighton, Marc",34,30,2543,2,7,6,20,5,1,English Premier League
2017/2018,LEICESTER CITY,"Maguire, Harry",38,38,3420,2,4,8,31,7,0,English Premier League
2017/2018,LEICESTER CITY,"Slimani, Islam",16,3,370,1,1,3,6,1,0,English Premier League
2017/2018,LEICESTER CITY,"Ulloa, Leonardo",14,2,281,1,0,2,3,0,0,English Premier League
2017/2018,LEICESTER CITY,"Amartey, Daniel",8,6,488,0,0,0,0,0,1,English Premier League
2017/2018,LEICESTER CITY,"Barnes, Harvey",3,0,8,0,0,0,1,0,0,English Premier League
2017/2018,LEICESTER CITY,"Ben Alouane, Yohan",1,1,90,0,0,1,2,0,0,English Premier League
2017/2018,LEICESTER CITY,"Chilwell, Ben",24,20,1852,0,2,1,6,1,1,English Premier League
2017/2018,LEICESTER CITY,"Choudhury, Hamza",8,4,376,0,1,0,2,1,0,English Premier League
2017/2018,LEICESTER CITY,"Diabate, Fousseni",14,5,583,0,1,2,6,1,0,English Premier League
2017/2018,LEICESTER CITY,"Dragovic, Aleksandar",11,7,767,0,0,0,1,2,0,English Premier League
2017/2018,LEICESTER CITY,"Fuchs, Christian",25,21,1918,0,1,1,11,1,0,English Premier League
2017/2018,LEICESTER CITY,"Hamer, Ben",4,3,274,0,0,0,0,0,0,English Premier League
2017/2018,LEICESTER CITY,"Jakupovic, Eldin",2,2,180,0,0,0,0,0,0,English Premier League
2017/2018,LEICESTER CITY,"James, Matty",13,11,994,0,0,1,11,2,0,English Premier League
2017/2018,LEICESTER CITY,"Morgan, Wes",32,32,2818,0,0,3,12,4,0,English Premier League
2017/2018,LEICESTER CITY,"Ndidi, Onyinye",33,33,2899,0,3,6,41,6,2,English Premier League
2017/2018,LEICESTER CITY,"Schmeichel, Kasper",33,33,2966,0,0,0,0,3,0,English Premier League
2017/2018,LEICESTER CITY,"Silva, Adrien",12,9,761,0,1,2,11,3,0,English Premier League
2017/2018,LEICESTER CITY,"Simpson, Danny",28,27,2313,0,0,1,3,4,0,English Premier League
2017/2018,HUDDERSFIELD TOWN,"Mounie, Steve",28,21,1858,7,1,21,50,2,0,English Premier League
2017/2018,HUDDERSFIELD TOWN,"Depoitre, Laurent",33,18,1808,6,1,12,24,1,0,English Premier League
2017/2018,HUDDERSFIELD TOWN,"Mooy, Aaron",36,34,3071,4,3,7,29,4,0,English Premier League
2017/2018,HUDDERSFIELD TOWN,"Van la Parra, Rajiv",33,26,2144,3,0,15,44,3,1,English Premier League
2017/2018,HUDDERSFIELD TOWN,"Ince, Tom",33,27,2454,2,0,20,70,0,0,English Premier League
2017/2018,HUDDERSFIELD TOWN,"Kachunga, Elias",19,17,1338,1,1,5,12,1,0,English Premier League
2017/2018,HUDDERSFIELD TOWN,"Lolley, Joe",6,2,219,1,0,3,3,1,0,English Premier League
2017/2018,HUDDERSFIELD TOWN,"Pritchard, Alex",14,12,1002,1,1,4,19,1,0,English Premier League
2017/2018,HUDDERSFIELD TOWN,"Billing, Philip",16,8,760,0,0,2,7,3,0,English Premier League
